data,detalhes,tipo,5_dia_util,transacoes_negocio
2016-07-06,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.647.868
2016-07-07,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,7.473.708
2016-07-08,Arrecadação de Convênios; Arrecadação de GPS;,Normal,,6.990.172
2016-07-09,Utilização de Caixa Eletrônico,Normal,,1.688.441
2016-07-10,Utilização de Caixa Eletrônico,Normal,,959.364
2016-07-11,Movimento Segunda-Feira; Arrecadação de Convênios; Previsão de grande movimento;,Alto Risco,,8.862.383
2016-07-12,Dia Produção Sisbr;,Normal,,6.740.901
2016-07-13,,Normal,,6.210.992
2016-07-14,Dia Produção Sisbr;,Normal,,5.896.558
2016-07-15,Movimento Batch – Empréstimo 0001;,Normal,,6.990.706
2016-07-16,Utilização de Caixa Eletrônico,Normal,,1.570.308
2016-07-17,Utilização de Caixa Eletrônico,Normal,,825.679
2016-07-18,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Alto Risco,,7.136.511
2016-07-19,Dia Produção Sisbr;,Normal,,6.216.933
2016-07-20,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Alto Risco,,7.153.691
2016-07-21,Dia Produção Sisbr;,Normal,,5.736.025
2016-07-22,,Normal,,5.794.960
2016-07-23,Utilização de Caixa Eletrônico,Normal,,1.494.778
2016-07-24,Utilização de Caixa Eletrônico,Normal,,833.698
2016-07-25,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,6.891.331
2016-07-26,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,5.850.451
2016-07-27,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,5.846.397
2016-07-28,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,5.741.566
2016-07-29,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch;,Alto Risco,,6.543.546
2016-07-30,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação;,Atenção,,1.731.383
2016-07-31,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação;,Atenção,,954.178
2016-08-01,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação;,Alto Risco,,8.331.219
2016-08-02,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,,6.979.401
2016-08-03,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.775.555
2016-08-04,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.694.572
2016-08-05,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,8.536.231
2016-08-06,Utilização de Caixa Eletrônico;,Normal,,1.947.929
2016-08-07,Utilização de Caixa Eletrônico;,Normal,,1.042.028
2016-08-08,Movimento Segunda-Feira; Arrecadação de Convênios;,Alto Risco,,8.487.584
2016-08-09,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação de Convênios;,Normal,,7.031.284
2016-08-10,Arrecadação de Convênios; Arrecadação de GPS;,Atenção,,7.763.457
2016-08-11,Dia Produção Sisbr;,Normal,,6.589.607
2016-08-12,,Normal,,6.542.732
2016-08-13,Congelamento do ambiente; Data comemorativa; Dia dos Pais; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Congelamento,,1.668.111
2016-08-14,Congelamento do ambiente; Data comemorativa; Dia dos Pais; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Congelamento,,831.646
2016-08-15,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Alto Risco,,7.295.914
2016-08-16,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001;,Normal,,6.714.307
2016-08-17,,Normal,,6.079.215
2016-08-18,Dia Produção Sisbr;,Normal,,5.967.079
2016-08-19,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais;,Atenção,,6.631.219
2016-08-20,Utilização de Caixa Eletrônico;,Normal,,1.612.212
2016-08-21,Utilização de Caixa Eletrônico;,Normal,,865.655
2016-08-22,Movimento Segunda-Feira; Dia de maior movimento do Sicoobnet Empresarial;,Alto Risco,,7.685.858
2016-08-23,Dia Produção Sisbr;,Normal,,6.190.450
2016-08-24,,Normal,,5.915.021
2016-08-25,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.068.023
2016-08-26,Pagamento de benefícios INSS;,Normal,,5.946.322
2016-08-27,Utilização de Caixa Eletrônico;,Normal,,1.531.134
2016-08-28,Utilização de Caixa Eletrônico;,Normal,,860.708
2016-08-29,Movimento Segunda-Feira; Pagamento de benefícios INSS;,Alto Risco,,6.981.137
2016-08-30,Dia Produção Sisbr; Pagamento de benefícios INSS;,Normal,,6.445.971
2016-08-31,Pagamento de benefícios INSS; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Atenção,,6.603.170
2016-09-01,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação;,Atenção,,7.224.280
2016-09-02,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.061.030
2016-09-03,Utilização de Caixa Eletrônico,Normal,,1.833.681
2016-09-04,Utilização de Caixa Eletrônico,Normal,,1.021.376
2016-09-05,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,9.050.621
2016-09-06,Congelamento do ambiente; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM; Previsão de grande movimento; Antecede feriado; Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,8.697.934
2016-09-07,Congelamento do ambiente;Feriado; Independência do Brasil; Aumento de transações CDO e ATM; Pagamento de benefícios INSS;,Feriado,,1.726.726
2016-09-08,Dia Produção Sisbr; Arrecadação de Convênios; Previsão de grande movimento; Pós feriado;,Alto Risco,1,8.106.237
2016-09-09,Arrecadação de Convênios; Arrecadação de GPS;,Normal,,7.686.600
2016-09-10,Utilização de Caixa Eletrônico,Normal,,1.860.394
2016-09-11,Utilização de Caixa Eletrônico,Normal,,1.042.415
2016-09-12,Movimento Segunda-Feira; Arrecadação de Convênios;,Alto Risco,,9.668.142
2016-09-13,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,7.292.358
2016-09-14,,Normal,,6.984.273
2016-09-15,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001; Arrecadação do Convênio IPVA,Normal,,7.517.279
2016-09-16,Movimento Batch – Empréstimo 0001,Normal,,6.718.214
2016-09-17,Utilização de Caixa Eletrônico,Normal,,1.666.639
2016-09-18,Utilização de Caixa Eletrônico,Normal,,915.500
2016-09-19,Movimento Segunda-Feira,Alto Risco,,8.044.639
2016-09-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Atenção,,8.113.569
2016-09-21,,Normal,,6.630.192
2016-09-22,Dia Produção Sisbr,Normal,,6.296.529
2016-09-23,,Normal,,6.329.867
2016-09-24,Utilização de Caixa Eletrônico,Normal,,1.589.425
2016-09-25,Utilização de Caixa Eletrônico,Normal,,898.386
2016-09-26,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,7.687.038
2016-09-27,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.514.274
2016-09-28,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.328.730
2016-09-29,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.179.058
2016-09-30,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Atenção,,5.139.888
2016-10-01,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação,Normal,,2.064.645
2016-10-02,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação,Normal,,782.470
2016-10-03,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,9.111.870
2016-10-04,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,,7.851.833
2016-10-05,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.427.742
2016-10-06,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.310.624
2016-10-07,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,8.675.840
2016-10-08,Utilização de Caixa Eletrônico;,Normal,,2.016.962
2016-10-09,Utilização de Caixa Eletrônico;,Normal,,1.004.651
2016-10-10,Movimento Segunda-Feira; Arrecadação de Convênios; Arrecadação de GPS; Previsão de grande movimento;,Alto Risco,,10.571.779
2016-10-11,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Congelamento do ambiente; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM; Previsão de grande movimento; Antecede feriado;,Congelamento,,8.093.163
2016-10-12,Congelamento do ambiente; Feriado; Nossa Senhora Aparecida e Dia das Crianças; Aumento de transações CDO e ATM;,Feriado,,1.484.444
2016-10-13,Dia Produção Sisbr;,Normal,,7.670.113
2016-10-14,,Normal,,7.220.626
2016-10-15,Utilização de Caixa Eletrônico; ,Atenção,,1.825.981
2016-10-16,Utilização de Caixa Eletrônico; ,Atenção,,999.649
2016-10-17,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Alto Risco,,8.779.104
2016-10-18,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001;,Normal,,7.084.987
2016-10-19,,Normal,,6.794.927
2016-10-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Atenção,,7.801.055
2016-10-21,,Normal,,6.604.774
2016-10-22,Utilização de Caixa Eletrônico;,Normal,,1.709.675
2016-10-23,Utilização de Caixa Eletrônico;,Normal,,925.051
2016-10-24,Movimento Segunda-Feira;,Alto Risco,,7.403.560
2016-10-25,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.959.613
2016-10-26,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.323.092
2016-10-27,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.206.838
2016-10-28,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,6.403.803
2016-10-29,Utilização de Caixa Eletrônico;,Normal,,1.703.600
2016-10-30,Utilização de Caixa Eletrônico;,Normal,,775.739
2016-10-31,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Alto Risco,,8.054.219
2016-11-01,Congelamento do ambiente; Previsão de grande movimento; Antecede feriado; Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Processo de Migração/Incorporação; Aumento de transações CDO e ATM;,Congelamento,,7.893.302
2016-11-02,Congelamento do ambiente; Feriado; Finados; Aumento de transações CDO e ATM; ,Feriado,,1.728.911
2016-11-03,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.082.210
2016-11-04,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.092.867
2016-11-05,Utilização de Caixa Eletrônico;,Normal,,2.208.761
2016-11-06,Utilização de Caixa Eletrônico;,Normal,,1.192.953
2016-11-07,Movimento Segunda-Feira;Pagamento de benefícios INSS;Arrecadação de Convênios,Alto Risco,,10.335.073
2016-11-08,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS;Arrecadação de Convênios,Normal,1,8.240.018
2016-11-09,Arrecadação de Convênios,Normal,,7.412.879
2016-11-10,Dia Produção Sisbr; Arrecadação de Convênios; Arrecadação de GPS; Previsão de grande movimento;,Atenção,,8.375.525
2016-11-11,,Normal,,7.626.211
2016-11-12,Utilização de Caixa Eletrônico;,Normal,,2.132.031
2016-11-13,Utilização de Caixa Eletrônico;,Normal,,909.374
2016-11-14,Congelamento do ambiente; Previsão de grande movimento;Antecede feriado; Movimento Segunda-Feira;Arrecadação de GPS;,Congelamento,,7.704.994
2016-11-15,Feriado; Proclamação da República; Dia Produção Sisbr; Movimento Batch – Empréstimo 0001;,Feriado,,1.745.941
2016-11-16,Movimento Batch – Empréstimo 0001;,Normal,,8.725.388
2016-11-17,Dia Produção Sisbr;,Normal,,7.292.949
2016-11-18,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais;,Atenção,,7.647.560
2016-11-19,Utilização de Caixa Eletrônico;,Normal,,1.953.348
2016-11-20,Utilização de Caixa Eletrônico;,Normal,,1.164.932
2016-11-21,Movimento Segunda-Feira; Dia de maior movimento do Sicoobnet Empresarial;,Alto Risco,,9.161.216
2016-11-22,Dia Produção Sisbr;,Normal,,7.123.872
2016-11-23,,Normal,,6.634.776
2016-11-24,Dia Produção Sisbr; Pagamento de benefícios INSS;,Normal,,6.472.359
2016-11-25,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.260.967
2016-11-26,Utilização de Caixa Eletrônico;,Normal,,1.854.216
2016-11-27,Utilização de Caixa Eletrônico;,Normal,,1.065.787
2016-11-28,Movimento Segunda-Feira;Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,8.018.545
2016-11-29,Dia Produção Sisbr;Pagamento de benefícios INSS;Arrecadação de Convênios;,Normal,,6.872.467
2016-11-30,Feriado; Dia do Evangélico; Aumento de transações CDO e ATM; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch; Processo de Migração/Incorporação;,Feriado,,8.392.235
2016-12-01,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação;,Normal,,8.262.343
2016-12-02,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.915.010
2016-12-03,Utilização de Caixa Eletrônico;,Normal,,2.109.615
2016-12-04,Utilização de Caixa Eletrônico;,Normal,,1.235.099
2016-12-05,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,9.726.354
2016-12-06,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,8.857.522
2016-12-07,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,8.817.390
2016-12-08,Dia Produção Sisbr; Arrecadação de Convênios;,Normal,,6.656.020
2016-12-09,Arrecadação de Convênios; Arrecadação de GPS;,Atenção,,6.986.450
2016-12-10,Utilização de Caixa Eletrônico;,Normal,,2.136.727
2016-12-11,Utilização de Caixa Eletrônico;,Normal,,1.228.925
2016-12-12,Movimento Segunda-Feira; Arrecadação de Convênios; Previsão de grande movimento;,Alto Risco,,9.888.297
2016-12-13,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,7.680.608
2016-12-14,,Normal,,7.433.313
2016-12-15,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001;,Normal,,8.125.618
2016-12-16,Movimento Batch – Empréstimo 0001;,Normal,,7.688.629
2016-12-17,Utilização de Caixa Eletrônico;,Normal,,2.082.147
2016-12-18,Utilização de Caixa Eletrônico;,Normal,,1.189.171
2016-12-19,Congelamento do ambiente;,Congelamento,,9.166.043
2016-12-20,Congelamento do ambiente; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Congelamento,,10.142.774
2016-12-21,Congelamento do ambiente;,Congelamento,,8.016.150
2016-12-22,Congelamento do ambiente;,Congelamento,,7.491.851
2016-12-23,Congelamento do ambiente;,Congelamento,,7.023.192
2016-12-24,Congelamento do ambiente; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM; Antecede feriado;,Feriado,,1.756.574
2016-12-25,Congelamento do ambiente; Feriado; Natal; Utilização de Caixa Eletrônico; Aumento de transações CDO e ATM;,Feriado,,812.338
2016-12-26,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,7.271.912
2016-12-27,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,6.411.851
2016-12-28,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,6.506.719
2016-12-29,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,7.038.987
2016-12-30,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch;,Congelamento,,3.694.669
2016-12-31,Congelamento do ambiente; Utilização de Caixa Eletrônico; Processo de Migração/Incorporação; Aumento de transações CDO e ATM;,Congelamento,,1.568.903
2017-01-01,Utilização de Caixa Eletrônico; Congelamento do ambiente; Feriado; Ano Novo; Processo de Migração/Incorporação; Aumento de transações CDO e ATM;,Feriado,,921.795
2017-01-02,Congelamento do ambiente; 1º dia útil; Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Previsão de grande movimento,Congelamento,,8.323.948
2017-01-03,Congelamento do ambiente; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Congelamento,,7.977.983
2017-01-04,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,7.393.318
2017-01-05,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,8.018.534
2017-01-06,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,1,8.912.834
2017-01-07,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação,Normal,,2.305.728
2017-01-08,Utilização de Caixa Eletrônico; Processo de Migração/Incorporação,Normal,,1.231.237
2017-01-09,Movimento Segunda-Feira;Arrecadação de Convênios,Alto Risco,,10.004.287
2017-01-10,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação de Convênios; Arrecadação de GPS,Atenção,,9.514.197
2017-01-11,,Normal,,8.124.440
2017-01-12,Dia Produção Sisbr,Normal,,7.391.314
2017-01-13,,Normal,,7.824.185
2017-01-14,Utilização de Caixa Eletrônico,Normal,,2.014.184
2017-01-15,Utilização de Caixa Eletrônico,Normal,,1.147.974
2017-01-16,Movimento Segunda-Feira;Movimento Batch – Empréstimo 0001,Alto Risco,,9.233.440
2017-01-17,Dia Produção Sisbr;Movimento Batch – Empréstimo 0001,Normal,,7.380.467
2017-01-18,,Normal,,7.020.829
2017-01-19,Dia Produção Sisbr,Normal,,6.900.517
2017-01-20,Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial,Atenção,,7.805.399
2017-01-21,Utilização de Caixa Eletrônico,Normal,,1.943.248
2017-01-22,Utilização de Caixa Eletrônico,Normal,,1.066.573
2017-01-23,Movimento Segunda-Feira,Alto Risco,,8.207.559
2017-01-24,Dia Produção Sisbr,Normal,,7.120.844
2017-01-25,Pagamento de benefícios INSS;Arrecadação de Convênios,Normal,,7.140.965
2017-01-26,Dia Produção Sisbr;Pagamento de benefícios INSS;Arrecadação de Convênios,Normal,,6.640.816
2017-01-27,Pagamento de benefícios INSS;Arrecadação de Convênios,Normal,,6.845.882
2017-01-28,Utilização de Caixa Eletrônico,Normal,,1.888.129
2017-01-29,Utilização de Caixa Eletrônico,Normal,,1.093.921
2017-01-30,Movimento Segunda-Feira;Pagamento de benefícios INSS;Arrecadação de Convênios,Alto Risco,,8.296.431
2017-01-31,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch;Processo de Migração/Incorporação,Atenção,,8.012.432
2017-02-01,Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação,Normal,,8.067.295
2017-02-02,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.496.950
2017-02-03,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.963.758
2017-02-04,Utilização de Caixa Eletrônico;,Normal,,2.258.981
2017-02-05,Utilização de Caixa Eletrônico;,Normal,,1.251.259
2017-02-06,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,9.918.193
2017-02-07,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,1,9.035.797
2017-02-08,Arrecadação de Convênios;,Normal,,7.730.929
2017-02-09,Dia Produção Sisbr; Arrecadação de Convênios;,Normal,,7.760.597
2017-02-10,Arrecadação de Convênios; Arrecadação de GPS;,Normal,,8.778.717
2017-02-11,Utilização de Caixa Eletrônico;,Normal,,2.136.421
2017-02-12,Utilização de Caixa Eletrônico;,Normal,,1.202.257
2017-02-13,Movimento Segunda-Feira;,Alto Risco,,9.268.000
2017-02-14,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,7.800.644
2017-02-15,Movimento Batch – Empréstimo 0001;,Normal,,8.352.104
2017-02-16,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001;,Normal,,7.259.539
2017-02-17,Pagamento de benefícios INSS;,Normal,,7.404.681
2017-02-18,Utilização de Caixa Eletrônico;,Normal,,2.066.206
2017-02-19,Utilização de Caixa Eletrônico;,Normal,,1.207.146
2017-02-20,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios; Arrecadação de GPS;Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Alto Risco,,10.351.596
2017-02-21,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.929.568
2017-02-22,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,7.493.580
2017-02-23,Dia Produção Sisbr; Pagamento de benefícios INSS; Grande Movimento Batch; Arrecadação de Convênios; Liberação Operações de Crédito;,Normal,,7.399.962
2017-02-24,Congelamento do ambiente; Aumento de transações CDO e ATM;,Congelamento,,8.546.390
2017-02-25,Congelamento do ambiente; Aumento de transações CDO e ATM;,Congelamento,,1.989.663
2017-02-26,Congelamento do ambiente; Aumento de transações CDO e ATM;,Congelamento,,904.188
2017-02-27,Congelamento do ambiente; Aumento de transações CDO e ATM;,Congelamento,,2.133.479
2017-02-28,Processo de Migração/Incorporação; Congelamento do ambiente; Feriado; Carnaval; Aumento de transações CDO e ATM;,Feriado,,1.525.684
2017-03-01,Previsão de grande movimento; Pagamento de benefícios INSS; Arrecadação de Convênios; Processo de Migração/Incorporação; Pós feriado,Alto Risco,,10.019.805
2017-03-02,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.525.080
2017-03-03,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.308.444
2017-03-04,Utilização de Caixa Eletrônico,Normal,,2.559.148
2017-03-05,Utilização de Caixa Eletrônico,Normal,,1.436.766
2017-03-06,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,11.250.046
2017-03-07,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios,Atenção,1,9.977.586
2017-03-08,Arrecadação de Convênios,Normal,,8.973.774
2017-03-09,Dia Produção Sisbr; Arrecadação de Convênios,Normal,,8.295.916
2017-03-10,Arrecadação de Convênios;Arrecadação de GPS,Atenção,,9.779.267
2017-03-11,Utilização de Caixa Eletrônico,Normal,,2.300.603
2017-03-12,Utilização de Caixa Eletrônico,Normal,,1.237.703
2017-03-13,Movimento Segunda-Feira,Alto Risco,,10.013.172
2017-03-14,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Arrecadação do Convênio IPVA,Normal,,8.419.529
2017-03-15,Movimento Batch – Empréstimo 0001; Arrecadação do Convênio IPVA,Normal,,9.101.878
2017-03-16,Dia Produção Sisbr;Movimento Batch – Empréstimo 0001; Arrecadação do Convênio IPVA,Atenção,,7.844.587
2017-03-17,,Normal,,4.887.427
2017-03-18,Utilização de Caixa Eletrônico,Normal,,1.463.826
2017-03-19,Utilização de Caixa Eletrônico,Normal,,1.055.922
2017-03-20,Movimento Segunda-Feira;Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial;,Alto Risco,,9.112.262
2017-03-21,Dia Produção Sisbr;,Normal,,8.164.988
2017-03-22,,Normal,,7.896.764
2017-03-23,Dia Produção Sisbr;,Normal,,7.675.448
2017-03-24,,Normal,,7.597.392
2017-03-25,Utilização de Caixa Eletrônico,Normal,,2.047.319
2017-03-26,Utilização de Caixa Eletrônico,Normal,,1.182.819
2017-03-27,Movimento Segunda-Feira; Pagamento de benefícios INSS;Arrecadação de Convênios,Alto Risco,,8.893.905
2017-03-28,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,7.433.388
2017-03-29,Pagamento de benefícios INSS,Normal,,7.296.003
2017-03-30,Dia Produção Sisbr;Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,7.607.408
2017-03-31,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch ,Alto Risco,,8.511.748
2017-04-01,Utilização de Caixa Eletrônico;Processo de Migração/Incorporação;,Normal,,2.492.762
2017-04-02,Utilização de Caixa Eletrônico;Processo de Migração/Incorporação;,Normal,,1.418.723
2017-04-03,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios;,Alto Risco,,10.741.415
2017-04-04,Dia Produção Sisbr; Movimento Batch – Compe Inferior; Pagamento de benefícios INSS; Arrecadação de Convênios;,Atenção,,9.233.408
2017-04-05,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,10.327.472
2017-04-06,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,,10.345.531
2017-04-07,Pagamento de benefícios INSS; Arrecadação de Convênios;,Normal,1,10.763.124
2017-04-08,Utilização de Caixa Eletrônico;,Normal,,2.513.268
2017-04-09,Utilização de Caixa Eletrônico;,Normal,,1.466.731
2017-04-10,Movimento Segunda-Feira; Arrecadação de Convênios; Arrecadação de GPS;Previsão de grande movimento no SISBR2.0,Alto Risco,,12.979.854
2017-04-11,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,9.821.337
2017-04-12,,Normal,,9.172.956
2017-04-13,Congelamento do ambiente; Pagamento de benefícios INSS; Arrecadação do Convênio IPVA;,Congelamento,,8.425.948
2017-04-14,Congelamento do ambiente; Feriado; Paixão de Cristo; Aumento de transações CDO e ATM;,Feriado,,1.491.012
2017-04-15,Congelamento do ambiente; Utilização de Caixa Eletrônico;,Congelamento,,1.844.201
2017-04-16,Congelamento do ambiente; Utilização de Caixa Eletrônico;,Congelamento,,1.183.407
2017-04-17,Movimento Segunda-Feira; Movimento Batch – Empréstimo 0001;,Alto Risco,,11.624.554
2017-04-18,Dia Produção Sisbr;,Normal,,8.972.857
2017-04-19,,Normal,,8.738.331
